,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
1328,F30744,203.0,E,2.0,2020-01-09 10:26:52.000,2020-01-09,2020-01-09 00:00:00,2020-01-09,,900.0000000000001,0.0,0
1357,F30773,1339.0,E,1.0,2020-01-13 12:47:30.000,2020-01-13,2019-12-12 00:00:00,2020-02-12,,7132.200000000001,0.0,0
1359,F30775,1089.0,E,2.0,2020-01-13 13:53:45.000,2020-01-13,2020-01-13 00:00:00,2020-01-13,,347.2875,0.0,0
1366,F30782,251.0,E,4.0,2020-01-14 10:28:15.000,2020-01-14,2020-01-16 00:00:00,2020-02-13,,3860.0000000000005,0.0,0
1374,F30790,1339.0,E,1.0,2020-01-14 12:46:27.000,2020-01-14,2020-01-14 00:00:00,2020-02-13,,6080.000000000001,0.0,0
1379,F30795,403.0,E,2.0,2020-01-14 17:53:23.000,2020-01-14,2020-01-14 00:00:00,2020-01-14,,514.5600000000001,0.0,0
1389,F30805,1158.0,E,3.0,2020-01-15 16:47:41.000,2020-01-15,2020-01-15 00:00:00,2020-01-15,,1956.66,0.0,0
1392,F30808,1429.0,E,5.0,2020-01-15 17:45:42.000,2020-01-15,2020-01-14 00:00:00,2020-02-14,,20200.0,0.0,0
1400,F30816,361.0,E,2.0,2020-01-16 12:16:46.000,2020-01-16,2020-01-16 00:00:00,2020-01-16,,584.0,0.0,0
1432,F30848,871.0,E,1.0,2020-01-21 09:38:01.000,2020-01-21,2020-01-20 00:00:00,2020-02-05,,13125.000000000002,0.0,0
1450,F30866,161.0,E,5.0,2020-01-22 09:50:10.000,2020-01-22,2020-01-21 00:00:00,2020-02-21,,3700.0000000000005,0.0,0
1451,F30867,466.0,E,1.0,2020-01-22 10:32:08.000,2020-01-22,2020-01-22 00:00:00,2020-03-22,,1937.6000000000001,0.0,0
1461,F30877,361.0,E,2.0,2020-01-22 13:24:05.000,2020-01-22,2020-01-16 00:00:00,2020-01-22,,1054.6938,0.0,0
1462,F30878,361.0,E,2.0,2020-01-22 13:24:56.000,2020-01-22,2020-01-16 00:00:00,2020-01-22,,1054.6596000000002,0.0,0
1465,F30881,989.0,C,2.0,2020-01-22 17:11:36.000,2020-01-22,2020-01-13 00:00:00,2020-02-06,2020-01-22,1640.0000000000002,0.0,0
1467,F30883,644.0,E,1.0,2020-01-23 09:22:18.000,2020-01-23,2020-01-24 00:00:00,2020-03-23,,71346.0,0.0,0
1468,F30884,925.0,E,1.0,2020-01-23 09:26:08.000,2020-01-23,2020-01-27 00:00:00,2020-03-23,,1800.0000000000002,0.0,0
1497,F30913,871.0,E,1.0,2020-01-24 18:05:56.000,2020-01-24,2020-01-28 00:00:00,2020-02-08,,2704.0,0.0,0
1498,F30914,466.0,E,1.0,2020-01-27 09:32:52.000,2020-01-27,2020-01-22 00:00:00,2020-03-27,,3180.0,0.0,0
1506,F30922,466.0,E,1.0,2020-01-28 08:10:31.000,2020-01-28,2020-01-28 00:00:00,2020-03-28,,1050.0,0.0,0
1514,F30930,1130.0,E,2.0,2020-01-28 11:57:05.000,2020-01-28,2020-01-28 00:00:00,2020-02-05,,118.5,0.0,0
1531,F30947,1586.0,E,2.0,2020-01-29 16:46:51.000,2020-01-29,2020-01-17 00:00:00,2020-01-29,,4175.51,0.0,0
1543,F30959,209.0,E,2.0,2020-01-30 17:31:21.000,2020-01-30,2020-01-24 00:00:00,2020-01-30,,2709.0,0.0,0
1545,F30961,1158.0,E,3.0,2020-01-31 09:22:57.000,2020-01-31,2020-01-31 00:00:00,2020-01-31,,1956.6637,0.0,0
1550,F30966,209.0,E,2.0,2020-01-31 11:24:52.000,2020-01-31,2020-01-30 00:00:00,2020-01-31,,2500.0000000000005,0.0,0
1551,F30967,1334.0,E,2.0,2020-01-31 11:41:31.000,2020-01-31,2020-01-28 00:00:00,2020-01-31,,1039.5,0.0,0
1555,F30971,209.0,E,2.0,2020-01-31 16:39:56.000,2020-01-31,2020-01-31 00:00:00,2020-01-31,,7471.26,0.0,0
1560,F30976,209.0,E,2.0,2020-01-31 17:19:13.000,2020-01-31,2020-01-31 00:00:00,2020-01-31,,6391.38,0.0,0
1561,F30977,871.0,E,1.0,2020-01-31 17:22:25.000,2020-01-31,2020-01-27 00:00:00,2020-02-15,,2704.0,0.0,0
1570,F30986,1083.0,E,3.0,2020-01-31 18:35:07.000,2020-01-31,2020-01-31 00:00:00,2020-01-31,,7750.000000000001,0.0,0
1601,F31017,856.0,E,2.0,2020-02-05 14:41:57.000,2020-02-05,2020-02-05 00:00:00,2020-02-05,,103.0908,0.0,0
1605,F31021,253.0,E,3.0,2020-02-06 08:15:20.000,2020-02-06,2020-02-04 00:00:00,2020-03-22,,1640.0,0.0,0
1610,F31026,1965.0,E,2.0,2020-02-06 09:49:55.000,2020-02-06,2020-02-06 00:00:00,2020-02-21,,101.73,15.26,0
1619,F31035,169.0,E,2.0,2020-02-06 12:11:43.000,2020-02-06,2020-02-06 00:00:00,2020-02-06,,391.74600000000004,0.0,0
1622,F31038,209.0,E,2.0,2020-02-06 12:40:30.000,2020-02-06,2020-01-31 00:00:00,2020-02-06,,1056.99,0.0,0
1623,F31039,1965.0,E,2.0,2020-02-06 13:12:59.000,2020-02-06,2020-02-06 00:00:00,2020-02-21,,2010.0000000000002,301.50000000000006,0
1625,F31041,251.0,C,4.0,2020-02-06 13:23:22.000,2020-02-06,2020-01-23 00:00:00,2020-03-07,2020-02-27,10000.0,0.0,0
1634,F31050,1158.0,E,3.0,2020-02-07 08:50:23.000,2020-02-07,2020-02-07 00:00:00,2020-02-07,,1956.66,0.0,0
1636,F31052,161.0,E,5.0,2020-02-07 09:22:41.000,2020-02-07,2020-01-31 00:00:00,2020-03-08,,2125.5,0.0,0
1637,F31053,161.0,E,5.0,2020-02-07 09:24:04.000,2020-02-07,2020-01-21 00:00:00,2020-03-08,,1850.0000000000002,0.0,0
1640,F31056,209.0,E,2.0,2020-02-07 10:31:09.000,2020-02-07,2020-01-27 00:00:00,2020-02-07,,3600.0000000000005,0.0,0
1642,F31058,664.0,E,2.0,2020-02-07 11:56:53.000,2020-02-07,2020-02-07 00:00:00,2020-02-22,,120.00000000000001,0.0,0
1647,F31063,1586.0,E,2.0,2020-02-07 13:23:34.000,2020-02-07,2020-01-29 00:00:00,2020-02-07,,2412.07,0.0,0
1649,F31065,993.0,E,2.0,2020-02-07 14:19:20.000,2020-02-07,2020-02-07 00:00:00,2020-02-22,,1192.6200000000001,0.0,0
1650,F31066,1478.0,E,1.0,2020-02-07 14:33:40.000,2020-02-07,2020-02-10 00:00:00,2020-03-08,,2986.5000000000005,0.0,0
1651,F31067,169.0,E,2.0,2020-02-07 16:03:55.000,2020-02-07,2020-02-07 00:00:00,2020-02-07,,78.3492,0.0,0
1653,F31069,1965.0,E,2.0,2020-02-10 09:34:07.000,2020-02-10,2020-02-10 00:00:00,2020-02-25,,910.6,136.59,0
1654,F31070,1965.0,E,2.0,2020-02-10 09:35:46.000,2020-02-10,2020-02-10 00:00:00,2020-02-25,,1750.0,262.5,0
1667,F31083,1125.0,E,3.0,2020-02-11 09:52:23.000,2020-02-11,2020-02-11 00:00:00,2020-02-26,,1436.0000000000002,0.0,0
1671,F31087,251.0,E,3.0,2020-02-11 11:49:18.000,2020-02-11,2020-01-10 00:00:00,2020-03-12,,4620.0,0.0,0
1679,F31095,1083.0,E,3.0,2020-02-11 14:49:58.000,2020-02-11,2020-02-05 00:00:00,2020-02-11,,15500.000000000002,0.0,0
1682,F31098,632.0,E,2.0,2020-02-11 16:12:40.000,2020-02-11,2020-01-22 00:00:00,2020-02-11,,1065.6000000000001,0.0,0
1690,F31106,537.0,E,2.0,2020-02-11 17:15:44.000,2020-02-11,2020-02-11 00:00:00,2020-03-12,,10731.6,0.0,0
1692,F31108,1852.0,E,2.0,2020-02-11 17:41:43.000,2020-02-11,2020-02-11 00:00:00,2020-02-11,,7125.894600000001,0.0,0
1694,F31110,941.0,E,4.0,2020-02-12 08:58:51.000,2020-02-12,2020-02-12 00:00:00,2020-03-13,,4722.1,0.0,0
1697,F31113,806.0,E,2.0,2020-02-12 09:41:21.000,2020-02-12,2020-01-28 00:00:00,2020-02-27,,504.88000000000005,0.0,0
1703,F31119,203.0,E,2.0,2020-02-12 12:43:48.000,2020-02-12,2020-02-06 00:00:00,2020-02-12,,966.5000000000001,0.0,0
1724,F31140,1965.0,E,2.0,2020-02-14 11:14:34.000,2020-02-14,2020-02-07 00:00:00,2020-02-29,,1029.0,154.35000000000002,0
1737,F31153,644.0,E,1.0,2020-02-17 08:49:05.000,2020-02-17,2020-02-14 00:00:00,2020-04-17,,4856.0,0.0,0
1738,F31154,161.0,E,5.0,2020-02-17 08:57:52.000,2020-02-17,2020-02-19 00:00:00,2020-03-18,,3700.0000000000005,0.0,0
1739,F31155,1289.0,E,5.0,2020-02-17 09:11:42.000,2020-02-17,2020-02-17 00:00:00,2020-03-18,,5631.18,0.0,0
1743,F31159,403.0,E,2.0,2020-02-17 11:31:07.000,2020-02-17,2020-02-10 00:00:00,2020-02-17,,1905.5600000000002,190.56,0
1752,F31168,161.0,E,5.0,2020-02-18 09:47:50.000,2020-02-18,2020-02-19 00:00:00,2020-03-19,,1230.0,0.0,0
1760,F31176,169.0,E,2.0,2020-02-18 11:08:42.000,2020-02-18,2020-02-18 00:00:00,2020-02-18,,1975.0000000000002,0.0,0
1762,F31178,644.0,E,1.0,2020-02-18 14:10:31.000,2020-02-18,2020-02-18 00:00:00,2020-04-18,,8925.0,0.0,0
1769,F31185,1130.0,E,2.0,2020-02-19 09:49:38.000,2020-02-19,2020-02-18 00:00:00,2020-02-27,,1052.0,0.0,0
1773,F31189,1130.0,E,2.0,2020-02-19 12:09:29.000,2020-02-19,2020-01-28 00:00:00,2020-02-27,,6633.6165,0.0,0
1795,F31211,806.0,E,2.0,2020-02-20 12:16:45.000,2020-02-20,2020-02-13 00:00:00,2020-03-06,,1020.2600000000001,0.0,0
1797,F31213,925.0,E,1.0,2020-02-20 13:09:59.000,2020-02-20,2020-02-20 00:00:00,2020-04-20,,6783.000000000001,0.0,0
1806,F31222,357.0,E,2.0,2020-02-21 10:22:00.000,2020-02-21,2020-02-21 00:00:00,2020-03-07,,3150.0000000000005,0.0,0
1807,F31223,1852.0,E,2.0,2020-02-21 10:29:17.000,2020-02-21,2020-02-21 00:00:00,2020-03-07,,6930.000000000001,0.0,0
1808,F31224,1852.0,E,2.0,2020-02-21 10:32:03.000,2020-02-21,2020-02-21 00:00:00,2020-03-07,,1191.96,0.0,0
1809,F31225,925.0,E,1.0,2020-02-21 10:34:40.000,2020-02-21,2020-02-26 00:00:00,2020-04-21,,2261.0,0.0,0
1822,F31238,161.0,E,5.0,2020-02-24 09:05:48.000,2020-02-24,2020-02-26 00:00:00,2020-03-25,,1954.0,0.0,0
1825,F31241,1583.0,E,3.0,2020-02-24 09:31:35.000,2020-02-24,2020-02-13 00:00:00,2020-03-10,,12879.000000000002,0.0,0
1830,F31246,687.0,E,3.0,2020-02-24 11:15:54.000,2020-02-24,2020-02-24 00:00:00,2020-03-25,,10560.300000000001,0.0,0
1847,F31263,1130.0,E,2.0,2020-02-25 11:09:40.000,2020-02-25,2020-02-25 00:00:00,2020-03-04,,112.1,0.0,0
1858,F31274,466.0,E,1.0,2020-02-26 09:41:40.000,2020-02-26,2020-02-26 00:00:00,2020-04-26,,1050.0,0.0,0
1861,F31277,357.0,E,2.0,2020-02-26 10:54:01.000,2020-02-26,2020-02-18 00:00:00,2020-03-12,,6570.64,0.0,0
1878,F31294,1583.0,E,2.0,2020-02-27 10:45:01.000,2020-02-27,2020-02-21 00:00:00,2020-03-13,,1717.2,0.0,0
1882,F31298,1130.0,E,2.0,2020-02-27 11:13:22.000,2020-02-27,2020-02-18 00:00:00,2020-03-06,,944.6,0.0,0
1883,F31299,1130.0,E,2.0,2020-02-27 11:25:57.000,2020-02-27,2020-02-27 00:00:00,2020-03-06,,224.20000000000002,0.0,0
1887,F31303,607.0,E,2.0,2020-02-27 12:44:02.000,2020-02-27,2020-02-07 00:00:00,2020-02-27,,930.8000000000001,0.0,0
1895,F31311,1784.0,E,2.0,2020-02-28 10:18:35.000,2020-02-28,2020-02-20 00:00:00,2020-03-14,,728.5000000000001,0.0,0
1900,F31316,989.0,E,2.0,2020-02-28 12:10:59.000,2020-02-28,2020-02-11 00:00:00,2020-03-14,,2766.0,0.0,0
1923,F31339,644.0,E,1.0,2020-02-28 18:09:47.000,2020-02-28,2020-02-27 00:00:00,2020-04-28,,71346.0,0.0,0
1924,F31340,871.0,E,1.0,2020-02-28 18:54:23.000,2020-02-28,2020-03-03 00:00:00,2020-03-14,,6576.0,0.0,0
1934,F31350,871.0,E,1.0,2020-02-28 19:17:01.000,2020-02-28,2020-02-28 00:00:00,2020-03-14,,2704.0,0.0,0
1943,F31359,993.0,E,2.0,2020-02-28 19:30:29.000,2020-02-28,2020-02-28 00:00:00,2020-03-14,,2842.0,0.0,0
1950,F31366,357.0,E,2.0,2020-03-03 09:37:42.000,2020-03-03,2020-03-03 00:00:00,2020-03-18,,624.0600000000001,0.0,0
1957,F31373,1965.0,E,2.0,2020-03-03 11:17:19.000,2020-03-03,2020-03-03 00:00:00,2020-03-18,,1480.0000000000002,222.00000000000003,0
1969,F31385,417.0,E,2.0,2020-03-03 13:31:11.000,2020-03-03,2020-03-03 00:00:00,2020-03-18,,4200.0,0.0,0
1975,F31391,1198.0,E,2.0,2020-03-03 17:22:15.000,2020-03-03,2020-02-18 00:00:00,2020-03-18,,507.5,0.0,0
1976,F31392,1339.0,E,1.0,2020-03-04 09:59:19.000,2020-03-04,2020-03-04 00:00:00,2020-03-04,,1520.0000000000002,0.0,0
1979,F31395,993.0,E,2.0,2020-03-04 10:38:01.000,2020-03-04,2020-03-04 00:00:00,2020-03-19,,2842.0000000000005,0.0,0
1980,F31396,941.0,E,4.0,2020-03-04 10:46:05.000,2020-03-04,2020-03-04 00:00:00,2020-04-03,,2376.05,0.0,0
1986,F31402,1913.0,E,2.0,2020-03-04 12:17:10.000,2020-03-04,2020-03-04 00:00:00,2020-04-03,,1114.8135000000002,0.0,0
1989,F31405,480.0,E,2.0,2020-03-04 14:33:24.000,2020-03-04,2020-03-04 00:00:00,2020-04-03,,168.0,25.2,0
2007,F31423,253.0,E,3.0,2020-03-06 09:10:39.000,2020-03-06,2020-03-06 00:00:00,2020-04-20,,4905.0,0.0,0
2010,F31426,1852.0,E,2.0,2020-03-06 09:28:45.000,2020-03-06,2020-03-02 00:00:00,2020-03-21,,3585.1200000000003,0.0,0
2017,F31433,1429.0,E,5.0,2020-03-06 18:10:02.000,2020-03-06,2020-02-27 00:00:00,2020-04-05,,21437.5,0.0,0
2018,F31434,1429.0,E,5.0,2020-03-06 18:11:44.000,2020-03-06,2020-03-06 00:00:00,2020-04-05,,12862.35,0.0,0
2019,F31435,161.0,E,5.0,2020-03-09 08:56:24.000,2020-03-09,2020-03-05 00:00:00,2020-04-08,,2000.0,0.0,0
2056,F31472,361.0,E,2.0,2020-03-11 12:19:16.000,2020-03-11,2020-03-02 00:00:00,2020-03-11,,745.5000000000001,0.0,0
2061,F31477,466.0,E,1.0,2020-03-12 07:58:22.000,2020-03-12,2020-03-12 00:00:00,2020-05-11,,1050.0,0.0,0
2064,F31480,1583.0,E,3.0,2020-03-12 09:47:05.000,2020-03-12,2020-03-05 00:00:00,2020-03-27,,3132.0,0.0,0
2065,F31481,537.0,E,2.0,2020-03-12 10:05:18.000,2020-03-12,2020-03-09 00:00:00,2020-04-11,,10731.6,0.0,0
2078,F31494,453.0,E,2.0,2020-03-13 09:58:23.000,2020-03-13,2020-03-09 00:00:00,2020-03-28,,6841.4,0.0,0
2079,F31495,1965.0,E,2.0,2020-03-13 10:01:27.000,2020-03-13,2020-03-13 00:00:00,2020-03-28,,900.0000000000001,135.0,0
2104,F31520,209.0,E,2.0,2020-03-17 13:40:20.000,2020-03-17,2020-03-17 00:00:00,2020-03-17,,2000.0000000000002,0.0,0
2115,F31531,1429.0,E,5.0,2020-03-18 10:23:02.000,2020-03-18,2020-03-17 00:00:00,2020-04-17,,8575.0,0.0,0
2123,F31539,629.0,E,2.0,2020-03-18 12:28:17.000,2020-03-18,2020-03-18 00:00:00,2020-03-18,,820.0,0.0,0
2132,F31548,941.0,E,4.0,2020-03-19 10:42:24.000,2020-03-19,2020-03-19 00:00:00,2020-04-18,,4164.0,0.0,0
2160,F31576,941.0,E,4.0,2020-03-20 17:35:14.000,2020-03-20,2020-03-20 00:00:00,2020-04-19,,4722.1,0.0,0
2173,F31589,908.0,E,2.0,2020-03-23 13:20:06.000,2020-03-23,2020-03-17 00:00:00,2020-04-07,,1137.5,0.0,0
2181,F31597,161.0,E,5.0,2020-03-24 11:29:59.000,2020-03-24,2020-03-25 00:00:00,2020-04-23,,1779.0000000000002,0.0,0
2182,F31598,161.0,E,5.0,2020-03-24 11:31:54.000,2020-03-24,2020-04-03 00:00:00,2020-04-23,,4000.0000000000005,0.0,0
2189,F31605,322.0,E,1.0,2020-03-24 17:06:30.000,2020-03-24,2020-03-25 00:00:00,2020-04-08,,3842.2000000000003,576.33,0
2207,F31623,1965.0,E,2.0,2020-03-25 17:08:11.000,2020-03-25,2020-03-25 00:00:00,2020-04-09,,1750.0,262.5,0
2210,F31626,1053.0,E,3.0,2020-03-26 10:13:41.000,2020-03-26,2020-03-17 00:00:00,2020-04-25,,17372.82,0.0,0
2230,F31646,1852.0,E,2.0,2020-03-30 11:43:01.000,2020-03-30,2020-03-30 00:00:00,2020-04-14,,2386.5600000000004,0.0,0
2234,F31650,357.0,E,2.0,2020-03-30 12:30:55.000,2020-03-30,2020-03-30 00:00:00,2020-04-14,,1435.8270000000002,0.0,0
2255,F31671,401.0,E,2.0,2020-03-31 15:13:06.000,2020-03-31,2020-03-17 00:00:00,2020-04-15,,2112.0,0.0,0
2264,F31680,180.0,C,3.0,2020-03-31 17:20:26.000,2020-03-31,2020-03-31 00:00:00,2020-04-15,2020-03-31,8326.5172,0.0,0
2266,F31682,794.0,E,5.0,2020-03-31 17:27:00.000,2020-03-31,2020-03-31 00:00:00,2020-03-31,,33250.0,0.0,0
2271,F31687,180.0,C,3.0,2020-03-31 17:39:18.000,2020-03-31,2020-03-31 00:00:00,2020-04-15,2020-03-31,8326.5172,0.0,0
2275,F31691,209.0,E,2.0,2020-03-31 17:56:13.000,2020-03-31,2020-03-27 00:00:00,2020-03-31,,1442.0000000000002,0.0,0
2278,F31694,315.0,E,,2020-04-02 08:30:52.000,2020-04-02,2020-03-23 00:00:00,2020-04-17,,3480.0000000000005,0.0,0
2281,F31697,1965.0,E,2.0,2020-04-02 11:07:56.000,2020-04-02,2020-04-02 00:00:00,2020-04-17,,5600.0,579.0000000000002,0
2293,F31709,180.0,E,4.0,2020-04-03 08:11:44.000,2020-04-03,2020-03-24 00:00:00,2020-04-18,,8326.52,0.0,0
2302,F31718,794.0,E,5.0,2020-04-14 10:00:56.000,2020-04-14,2020-04-06 00:00:00,2020-04-14,,33250.0,0.0,0
2311,F31727,1583.0,E,3.0,2020-04-20 14:51:16.000,2020-04-20,2020-04-20 00:00:00,2020-05-05,,12879.000000000002,0.0,0
2312,F31728,1583.0,E,3.0,2020-04-20 15:47:57.000,2020-04-20,2020-04-20 00:00:00,2020-05-05,,1717.2,0.0,0
2313,F31729,1583.0,E,3.0,2020-04-20 15:53:20.000,2020-04-20,2020-04-20 00:00:00,2020-05-05,,3132.0000000000005,0.0,0
2314,F31730,1925.0,E,3.0,2020-04-21 10:46:05.000,2020-04-21,2020-04-03 00:00:00,2020-05-21,,3314.2,0.0,0
2317,F31733,644.0,E,3.0,2020-04-21 12:46:48.000,2020-04-21,2020-04-16 00:00:00,2020-06-20,,850.2,0.0,0
2318,F31734,687.0,E,3.0,2020-04-22 08:53:31.000,2020-04-22,2020-04-01 00:00:00,2020-05-22,,8482.33,0.0,0
2320,F31736,209.0,E,2.0,2020-04-22 09:37:49.000,2020-04-22,2020-03-30 00:00:00,2020-04-22,,1873.0000000000002,0.0,0
2326,F31742,466.0,E,3.0,2020-04-23 08:43:57.000,2020-04-23,2020-04-23 00:00:00,2020-06-22,,1050.0,0.0,0
2328,F31744,1453.0,E,5.0,2020-04-24 11:07:09.000,2020-04-24,2020-04-14 00:00:00,2020-05-24,,8700.0,0.0,0
2333,F31749,1289.0,E,5.0,2020-04-27 09:11:49.000,2020-04-27,2020-04-17 00:00:00,2020-05-27,,5631.18,0.0,0
2348,F31764,644.0,E,3.0,2020-04-28 10:47:39.000,2020-04-28,2020-04-30 00:00:00,2020-06-27,,850.2,0.0,0
2349,F31765,1019.0,E,1.0,2020-04-28 11:04:15.000,2020-04-28,2020-04-28 00:00:00,2020-04-28,,4978.5,0.0,0
2375,F31791,1369.0,E,3.0,2020-04-30 11:47:53.000,2020-04-30,2020-04-23 00:00:00,2020-04-30,,1174.0,0.0,0
2379,F31795,310.0,E,2.0,2020-04-30 13:33:39.000,2020-04-30,2020-03-09 00:00:00,2020-04-30,,4178.530000000001,0.0,0
2380,F31796,169.0,E,3.0,2020-04-30 13:49:20.000,2020-04-30,2020-04-23 00:00:00,2020-04-30,,2319.1000000000004,0.0,0
2387,F31803,417.0,E,2.0,2020-05-06 14:30:04.000,2020-05-06,2020-05-06 00:00:00,2020-05-21,,6221.3,0.0,0
2409,F31825,1852.0,E,2.0,2020-05-14 11:51:29.000,2020-05-14,2020-05-14 00:00:00,2020-05-29,,2271.7200000000003,0.0,0
2422,F31838,1784.0,E,2.0,2020-05-20 09:41:58.000,2020-05-20,2020-05-20 00:00:00,2020-06-04,,375.0,0.0,0
2460,F31876,1753.0,E,2.0,2020-05-26 12:48:48.000,2020-05-26,2020-05-21 00:00:00,2020-06-25,,2112.0,0.0,0
2467,F31883,644.0,E,3.0,2020-05-27 13:32:10.000,2020-05-27,2020-05-11 00:00:00,2020-07-26,,73896.6,0.0,0
2471,F31887,1339.0,E,5.0,2020-05-28 10:34:57.000,2020-05-28,2020-05-26 00:00:00,2020-06-27,,5650.2,0.0,0
2474,F31890,466.0,E,3.0,2020-05-28 12:03:52.000,2020-05-28,2020-05-05 00:00:00,2020-07-27,,2577.1000000000004,0.0,0
2482,F31898,1591.0,E,3.0,2020-05-29 08:38:16.000,2020-05-29,2020-05-28 00:00:00,2020-06-28,,6400.0,0.0,0
2483,F31899,401.0,E,2.0,2020-05-29 08:56:54.000,2020-05-29,2020-05-25 00:00:00,2020-06-13,,2672.672,0.0,0
2484,F31900,203.0,E,2.0,2020-05-29 09:48:31.000,2020-05-29,2020-05-25 00:00:00,2020-05-29,,966.5000000000001,0.0,0
2496,F31912,1965.0,E,2.0,2020-06-02 11:02:09.000,2020-06-02,2020-05-25 00:00:00,2020-06-17,,9594.5,1439.18,0
2501,F31917,537.0,E,2.0,2020-06-03 08:31:14.000,2020-06-03,2020-05-20 00:00:00,2020-07-03,,6974.200000000001,0.0,0
2502,F31918,417.0,E,2.0,2020-06-03 08:32:53.000,2020-06-03,2020-05-21 00:00:00,2020-06-18,,6300.000000000001,0.0,0
2508,F31924,1019.0,E,3.0,2020-06-03 13:11:38.000,2020-06-03,2020-05-26 00:00:00,2020-06-03,,6578.6,0.0,0
2512,F31928,161.0,E,5.0,2020-06-04 10:27:59.000,2020-06-04,2020-06-02 00:00:00,2020-07-04,,1500.0000000000002,0.0,0
2513,F31929,161.0,E,5.0,2020-06-04 10:29:59.000,2020-06-04,2020-06-02 00:00:00,2020-07-04,,1500.0000000000002,0.0,0
2517,F31933,1965.0,C,2.0,2020-06-05 09:17:57.000,2020-06-05,2020-05-26 00:00:00,2020-06-20,2020-06-05,1922.25,288.34000000000003,0
2518,F31934,1965.0,E,2.0,2020-06-05 09:21:53.000,2020-06-05,2020-05-26 00:00:00,2020-06-20,,1922.25,288.34000000000003,0
2519,F31935,1591.0,E,3.0,2020-06-05 10:55:52.000,2020-06-05,2020-05-29 00:00:00,2020-07-05,,10200.0,0.0,0
2521,F31937,1761.0,E,2.0,2020-06-05 12:20:24.000,2020-06-05,2020-06-05 00:00:00,2020-06-05,,1618.5600000000002,0.0,0
2538,F31954,359.0,E,5.0,2020-06-09 11:17:28.000,2020-06-09,2020-05-27 00:00:00,2020-06-24,,1600.0000000000002,0.0,0
2563,F31979,417.0,E,2.0,2020-06-15 10:08:54.000,2020-06-15,2020-06-15 00:00:00,2020-06-15,,130.0,0.0,0
2571,F31987,1761.0,E,2.0,2020-06-15 14:04:17.000,2020-06-15,2020-06-05 00:00:00,2020-06-15,,2427.8700000000003,0.0,0
2572,F31988,640.0,E,3.0,2020-06-15 14:11:51.000,2020-06-15,2020-06-15 00:00:00,2020-06-23,,5650.200000000001,0.0,0
2581,F31997,537.0,E,2.0,2020-06-17 08:24:03.000,2020-06-17,2020-06-12 00:00:00,2020-07-17,,10731.6,0.0,0
2609,F32025,537.0,E,2.0,2020-06-19 10:04:41.000,2020-06-19,2020-06-05 00:00:00,2020-07-19,,15540.0,0.0,0
2634,F32050,401.0,E,2.0,2020-06-23 14:39:55.000,2020-06-23,2020-06-10 00:00:00,2020-07-08,,826.0000000000001,0.0,0
2636,F32052,466.0,E,3.0,2020-06-24 09:21:51.000,2020-06-24,2020-06-24 00:00:00,2020-08-23,,4900.0,0.0,0
2638,F32054,1965.0,E,2.0,2020-06-24 10:39:06.000,2020-06-24,2020-06-24 00:00:00,2020-07-09,,3050.0000000000005,457.50000000000006,0
2662,F32078,993.0,C,2.0,2020-06-26 09:59:54.000,2020-06-26,2020-06-17 00:00:00,2020-07-11,2020-06-26,5100.150000000001,0.0,0
2663,F32079,161.0,E,5.0,2020-06-26 10:09:12.000,2020-06-26,2020-06-02 00:00:00,2020-07-26,,1230.0,0.0,0
2667,F32083,993.0,E,2.0,2020-06-26 12:32:02.000,2020-06-26,2020-06-17 00:00:00,2020-07-11,,5100.0,0.0,0
2669,F32085,1757.0,E,2.0,2020-06-26 13:12:35.000,2020-06-26,2019-11-08 00:00:00,2020-06-26,,9429.0,0.0,0
2671,F32087,1290.0,E,2.0,2020-06-26 13:33:15.000,2020-06-26,2020-06-26 00:00:00,2020-06-26,,1162.5,0.0,0
2697,F32113,1390.0,E,2.0,2020-06-30 14:29:17.000,2020-06-30,2020-06-30 00:00:00,2020-06-30,,1724.1379000000002,0.0,0
2711,F32127,169.0,E,2.0,2020-06-30 15:51:17.000,2020-06-30,2020-06-30 00:00:00,2020-06-30,,600.0,0.0,0
2726,F32142,161.0,E,5.0,2020-07-02 10:29:45.000,2020-07-02,2020-07-02 00:00:00,2020-08-01,,895.5000000000001,0.0,0
2733,F32149,1459.0,E,2.0,2020-07-02 13:34:58.000,2020-07-02,2020-06-15 00:00:00,2020-08-01,,605.35,0.0,0
2746,F32162,417.0,E,2.0,2020-07-03 11:36:03.000,2020-07-03,2020-07-03 00:00:00,2020-07-18,,3036.3,0.0,0
2760,F32176,644.0,E,3.0,2020-07-07 09:10:53.000,2020-07-07,2020-06-26 00:00:00,2020-09-05,,71346.0,0.0,0
2762,F32178,466.0,E,3.0,2020-07-07 09:54:52.000,2020-07-07,2020-06-25 00:00:00,2020-09-05,,1937.6000000000001,0.0,0
2771,F32187,1831.0,E,2.0,2020-07-07 13:56:58.000,2020-07-07,2020-03-30 00:00:00,2020-08-21,,5088.55,0.0,0
2772,F32188,960.0,E,2.0,2020-07-08 09:42:37.000,2020-07-08,2020-07-08 00:00:00,2020-07-23,,2623.1,0.0,0
2778,F32194,1390.0,E,2.0,2020-07-08 12:40:29.000,2020-07-08,2020-06-16 00:00:00,2020-07-08,,2216.0,0.0,0
